觀測時間(day),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),最大瞬間風風速時間(LST),降水量(mm)
11,993.8,996.7,2025/02/11 0:02:00,990.9,2025/02/11 15:31:00,17.5,23.8,2025/02/11 14:41:00,12.7,2025/02/11 4:41:00,78,56,2025/02/11 13:10:00,0.8,126,6.6,104,2025/02/11 9:24:00,0
12,993.1,996.8,2025/02/12 23:58:00,990.4,2025/02/12 14:31:00,17.7,22,2025/02/12 12:54:00,14.9,2025/02/12 23:44:00,90,66,2025/02/12 11:13:00,0.5,331,7.7,36,2025/02/12 23:23:00,27
13,997.1,999.7,2025/02/13 7:42:00,994.5,2025/02/13 15:41:00,12.5,15.1,2025/02/13 0:01:00,9.7,2025/02/13 6:54:00,94,90,2025/02/13 12:01:00,1.5,130,9.9,28,2025/02/13 5:18:00,51.5
14,993,996.1,2025/02/14 0:01:00,990.7,2025/02/14 15:31:00,15.1,16.9,2025/02/14 23:31:00,13.4,2025/02/14 3:18:00,96,90,2025/02/14 3:31:00,1.1,169,7.7,118,2025/02/14 2:21:00,9
15,989.1,991.3,2025/02/15 0:01:00,986.4,2025/02/15 14:21:00,17.4,22.3,2025/02/15 14:06:00,14.1,2025/02/15 5:51:00,93,81,2025/02/15 14:06:00,0.8,332,5.5,334,2025/02/15 15:56:00,0
16,993.2,997.4,2025/02/16 23:42:00,989.7,2025/02/16 0:11:00,16,17.4,2025/02/16 11:51:00,13.5,2025/02/17 0:00:00,93,84,2025/02/16 20:57:00,0.4,329,5.5,178,2025/02/16 21:16:00,0.5
17,997,998.9,2025/02/17 8:42:00,994.8,2025/02/17 15:11:00,15.6,17.5,2025/02/17 12:31:00,13.1,2025/02/17 0:11:00,69,52,2025/02/17 5:14:00,1.3,118,8.8,122,2025/02/17 15:58:00,0
18,998.4,1000.3,2025/02/18 9:19:00,996.5,2025/02/18 3:43:00,12.8,14.1,2025/02/18 0:01:00,12,2025/02/18 22:07:00,93,88,2025/02/18 0:01:00,1.1,188,8.8,121,2025/02/18 21:40:00,23
19,997.9,1000.7,2025/02/19 9:41:00,996.1,2025/02/19 14:24:00,13.7,14.9,2025/02/19 23:56:00,12.3,2025/02/19 1:21:00,95,85,2025/02/19 6:51:00,1.6,127,7.7,115,2025/02/19 4:09:00,13
20,996.3,998.1,2025/02/20 8:31:00,994.1,2025/02/20 15:51:00,15.7,16.5,2025/02/20 12:32:00,14.7,2025/02/20 0:01:00,96,90,2025/02/20 6:11:00,0.9,17,9.9,57,2025/02/20 19:13:00,26
21,999.5,1002.3,2025/02/21 21:31:00,996.8,2025/02/21 1:13:00,13.2,15.2,2025/02/21 0:51:00,12.1,2025/02/21 22:01:00,95,93,2025/02/21 12:14:00,1,20,9.3,144,2025/02/21 22:16:00,71.5
22,999.8,1001.8,2025/02/22 0:01:00,997.3,2025/02/22 11:24:00,13.3,13.9,2025/02/22 4:21:00,12.4,2025/02/22 0:01:00,96,90,2025/02/22 2:52:00,1.2,115,8.8,131,2025/02/22 9:12:00,24.5
23,1002.3,1005.8,2025/02/23 22:54:00,998.4,2025/02/23 3:05:00,12.8,14.2,2025/02/23 6:21:00,10,2025/02/23 21:35:00,96,93,2025/02/23 20:22:00,1,349,7.7,98,2025/02/23 1:51:00,102
24,1005.3,1007.8,2025/02/24 8:54:00,1004,2025/02/24 3:05:00,10,12.2,2025/02/24 23:41:00,8.7,2025/02/24 8:31:00,90,79,2025/02/24 23:41:00,1.2,111,8.2,43,2025/02/24 7:14:00,28
25,1000.1,1004.4,2025/02/25 0:01:00,996.8,2025/02/25 15:02:00,15,18.5,2025/02/25 14:31:00,9.8,2025/02/25 1:11:00,84,69,2025/02/25 14:27:00,1.2,160,7.1,169,2025/02/25 3:34:00,0
26,997.1,1000.3,2025/02/26 9:32:00,994.3,2025/02/26 23:51:00,16.2,17.7,2025/02/26 13:44:00,14.2,2025/02/26 5:41:00,94,88,2025/02/26 15:12:00,0.4,349,5.5,131,2025/02/26 19:41:00,2
27,993.5,995.6,2025/02/27 9:25:00,992.1,2025/02/27 3:41:00,16.5,20.9,2025/02/27 13:13:00,14.4,2025/02/27 23:41:00,92,58,2025/02/27 13:13:00,0.8,340,7.7,323,2025/02/27 10:54:00,0
28,992.4,994.6,2025/02/28 8:52:00,991,2025/02/28 18:21:00,18.1,22.1,2025/02/28 14:31:00,14.4,2025/02/28 3:41:00,87,68,2025/02/28 14:36:00,0.7,299,6,323,2025/02/28 12:37:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,990.6,993.7,2025/03/01 9:13:00,988.4,2025/03/01 16:01:00,19.5,25.2,2025/03/01 11:41:00,15.6,2025/03/01 5:41:00,88,70,2025/03/01 11:32:00,0.7,147,4.9,167,2025/03/01 12:35:00,0
2,987.9,990.9,2025/03/02 8:42:00,985.6,2025/03/02 16:21:00,20.8,26.7,2025/03/02 11:31:00,17.4,2025/03/02 1:03:00,86,64,2025/03/02 16:11:00,0.6,318,3.5,186,2025/03/02 12:15:00,0
3,986.3,988.2,2025/03/03 23:41:00,984.6,2025/03/03 17:21:00,20.6,24.8,2025/03/03 14:01:00,16.7,2025/03/03 23:01:00,92,83,2025/03/03 14:07:00,0.6,336,6.6,324,2025/03/03 22:38:00,1
4,987.4,990.8,2025/03/04 23:57:00,983.7,2025/03/04 16:11:00,17.9,21.4,2025/03/04 5:52:00,15.5,2025/03/04 23:54:00,93,71,2025/03/04 5:52:00,1.1,128,8.8,175,2025/03/04 4:30:00,62.5
5,991.5,993.1,2025/03/05 9:11:00,988.9,2025/03/05 2:45:00,15.1,16.2,2025/03/05 5:29:00,14.2,2025/03/05 16:29:00,97,95,2025/03/05 1:14:00,0.7,110,7.7,133,2025/03/05 19:49:00,66.5
6,997,1000.4,2025/03/06 20:51:00,991.5,2025/03/06 0:27:00,12.2,15.5,2025/03/06 0:14:00,9.8,2025/03/06 17:58:00,96,90,2025/03/06 20:51:00,1.4,340,9.3,21,2025/03/06 15:18:00,93.5
7,996.6,999.8,2025/03/07 0:02:00,993.6,2025/03/07 14:23:00,12.4,13.9,2025/03/07 14:44:00,9.8,2025/03/07 0:37:00,91,84,2025/03/07 8:51:00,0.9,119,7.7,123,2025/03/07 5:30:00,22.5
8,996.8,999,2025/03/08 21:21:00,995.1,2025/03/08 15:15:00,13,15,2025/03/08 23:58:00,11.9,2025/03/08 4:11:00,92,87,2025/03/08 22:31:00,0.5,298,5.5,27,2025/03/08 0:28:00,9
9,998.1,999.8,2025/03/09 10:41:00,996.7,2025/03/09 16:03:00,15.3,17.1,2025/03/09 23:58:00,14.4,2025/03/09 0:11:00,94,87,2025/03/09 3:51:00,0.6,191,4.1,120,2025/03/09 9:55:00,3.5
10,994.9,998,2025/03/10 0:01:00,993,2025/03/10 15:31:00,18,21,2025/03/10 14:11:00,16,2025/03/10 23:52:00,94,88,2025/03/10 8:49:00,0.8,332,6.6,180,2025/03/10 9:32:00,0
11,991.8,995.2,2025/03/11 10:22:00,988.4,2025/03/11 15:43:00,17.8,22.1,2025/03/11 16:31:00,15.2,2025/03/11 6:01:00,94,83,2025/03/11 16:32:00,0.8,338,7.1,344,2025/03/11 17:56:00,0
12,989,991.5,2025/03/12 9:11:00,986.7,2025/03/12 11:04:00,20.8,28,2025/03/12 15:31:00,16.6,2025/03/12 2:52:00,87,53,2025/03/12 11:41:00,0.6,313,5.5,190,2025/03/12 12:52:00,0
13,988.6,/,--,/,--,19.8,/,--,/,--,94,/,--,0.3,328,/,/,--,21.5
14,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,18.5
15,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,47
16,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,14.5
17,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
18,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
19,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
20,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
21,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
22,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
23,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
24,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
25,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
26,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
27,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
28,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,26.5
29,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,39.5
30,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,114
31,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,107.5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,42.5
2,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
3,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
4,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
5,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,6
6,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,10
7,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
8,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
9,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,3.5
10,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,100.5
11,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0.5
12,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,62
13,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,13
14,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
15,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
16,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
17,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
18,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,0
19,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,32
20,--,/,--,/,--,--,/,--,/,--,--,/,--,--,--,/,/,--,11.5
21,985.8,986.5,2025/04/21 20:32:00,984.8,2025/04/21 23:31:00,23.6,26.7,2025/04/21 14:33:00,21.4,2025/04/21 23:25:00,94,90,2025/04/21 19:13:00,0.5,325,3,104,2025/04/21 14:56:00,0
22,983.3,985.3,2025/04/22 0:01:00,980.4,2025/04/22 15:44:00,25.5,29.9,2025/04/22 11:11:00,20.9,2025/04/22 5:23:00,87,66,2025/04/22 11:12:00,0.6,136,4.9,123,2025/04/22 11:43:00,0
23,984.1,987,2025/04/23 21:51:00,982,2025/04/23 3:51:00,22.4,27,2025/04/23 13:52:00,18.6,2025/04/23 23:35:00,90,66,2025/04/23 11:14:00,1,319,10.4,334,2025/04/23 12:51:00,37
24,985.7,987.3,2025/04/24 9:14:00,983.7,2025/04/24 16:22:00,19.1,20,2025/04/24 11:51:00,18.5,2025/04/24 17:21:00,96,94,2025/04/24 1:11:00,0.6,129,5.5,113,2025/04/24 15:13:00,14.5
25,989,992.8,2025/04/25 22:24:00,984.6,2025/04/25 4:11:00,18.1,20.8,2025/04/25 5:44:00,16.7,2025/04/25 16:08:00,95,91,2025/04/25 23:21:00,0.6,355,7.1,317,2025/04/25 6:21:00,67
26,991.8,993.1,2025/04/26 9:41:00,990.3,2025/04/26 3:03:00,17.2,17.8,2025/04/26 23:51:00,16.6,2025/04/26 9:21:00,97,93,2025/04/26 0:01:00,0.9,124,7.1,110,2025/04/26 5:56:00,39
27,987.5,990.7,2025/04/27 0:01:00,985.4,2025/04/27 15:31:00,21.3,26.7,2025/04/27 11:41:00,17.7,2025/04/27 0:01:00,94,82,2025/04/27 11:41:00,0.7,340,6.6,339,2025/04/27 13:52:00,0.5
28,987.4,990.4,2025/04/28 21:04:00,984.2,2025/04/28 2:41:00,19.4,21.7,2025/04/28 14:11:00,16.7,2025/04/28 21:01:00,91,68,2025/04/28 23:24:00,0.6,330,7.1,341,2025/04/28 7:49:00,35.5
29,989.6,991.2,2025/04/29 9:56:00,987.8,2025/04/29 16:12:00,19.2,22.3,2025/04/29 14:13:00,16.5,2025/04/29 1:31:00,81,69,2025/04/29 14:13:00,0.9,183,6,106,2025/04/29 12:17:00,0
30,987.7,989.5,2025/04/30 0:01:00,985.9,2025/04/30 16:31:00,21.7,28.1,2025/04/30 11:41:00,14.3,2025/04/30 3:31:00,78,50,2025/04/30 10:41:00,0.7,322,5.5,320,2025/04/30 12:47:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,986.8,988.6,2025/05/01 21:52:00,984.5,2025/05/01 16:01:00,22.2,27.3,2025/05/01 15:26:00,18.8,2025/05/01 23:51:00,82,53,2025/05/01 16:24:00,0.7,209,7.7,339,2025/05/01 12:42:00,0
2,987,989.5,2025/05/02 9:01:00,985.1,2025/05/02 16:11:00,22.7,27.6,2025/05/02 14:01:00,17.6,2025/05/02 2:43:00,77,50,2025/05/02 22:54:00,1.2,133,9.9,140,2025/05/02 12:27:00,0
3,985.4,987.6,2025/05/03 8:43:00,983.2,2025/05/03 16:21:00,24,29,2025/05/03 16:14:00,18.8,2025/05/03 2:26:00,79,59,2025/05/03 10:35:00,0.5,216,7.1,340,2025/05/03 10:53:00,0
4,985.9,987.4,2025/05/04 10:02:00,984.8,2025/05/04 2:21:00,21.2,24.3,2025/05/04 7:01:00,20.3,2025/05/04 13:59:00,92,78,2025/05/04 2:21:00,0.7,124,6.6,73,2025/05/04 9:50:00,1.5
5,982.1,985.8,2025/05/05 0:01:00,979.7,2025/05/05 15:25:00,25.1,29.9,2025/05/05 12:21:00,20.1,2025/05/05 2:41:00,88,70,2025/05/05 12:21:00,0.7,358,9.3,188,2025/05/05 17:21:00,1.5
6,983.2,986.5,2025/05/06 20:51:00,980.4,2025/05/06 4:15:00,24.5,26.7,2025/05/06 0:02:00,21.6,2025/05/06 23:31:00,91,79,2025/05/06 5:05:00,1.7,258,12.6,217,2025/05/06 6:09:00,0
7,986.6,988.5,2025/05/07 20:55:00,983.6,2025/05/07 4:21:00,18.5,22.2,2025/05/07 1:41:00,16.7,2025/05/07 10:11:00,91,59,2025/05/07 1:41:00,1.4,138,7.7,117,2025/05/07 11:25:00,50
8,984.8,986.9,2025/05/08 0:02:00,982.6,2025/05/08 16:12:00,22.8,28,2025/05/08 12:55:00,18.4,2025/05/08 0:21:00,90,78,2025/05/08 12:55:00,0.5,90,6.6,113,2025/05/08 11:55:00,0
9,983.6,985.4,2025/05/09 20:14:00,982,2025/05/09 15:51:00,25.6,29.9,2025/05/09 10:24:00,20.6,2025/05/09 4:51:00,88,71,2025/05/09 10:03:00,0.5,238,5.5,277,2025/05/09 19:21:00,1
10,985.1,987,2025/05/10 20:53:00,983.1,2025/05/10 3:51:00,22.9,25.4,2025/05/10 6:21:00,20.8,2025/05/10 19:01:00,91,79,2025/05/10 17:11:00,0.8,158,5.5,196,2025/05/10 21:16:00,90
11,985.6,987.9,2025/05/11 21:21:00,983.4,2025/05/11 3:05:00,18.1,22.1,2025/05/11 2:31:00,16.8,2025/05/11 13:43:00,94,88,2025/05/11 2:13:00,0.7,344,10.4,33,2025/05/11 7:46:00,89
12,986.9,988.4,2025/05/12 21:41:00,985.6,2025/05/12 3:16:00,20.3,24.9,2025/05/12 14:03:00,17.2,2025/05/12 0:01:00,72,51,2025/05/12 12:32:00,1.3,132,8.8,177,2025/05/12 12:41:00,0
13,987.9,989.3,2025/05/13 21:41:00,986.8,2025/05/13 3:01:00,23.5,28,2025/05/13 15:11:00,18,2025/05/13 5:36:00,83,67,2025/05/13 9:13:00,0.4,111,4.9,112,2025/05/13 8:04:00,0
14,988.6,990.1,2025/05/14 8:44:00,986.9,2025/05/14 17:01:00,24.4,29.9,2025/05/14 10:23:00,18.9,2025/05/14 3:41:00,81,47,2025/05/14 10:55:00,0.5,137,5.5,109,2025/05/14 11:34:00,0
15,988.2,989.5,2025/05/15 8:36:00,986.7,2025/05/15 16:53:00,24.7,29.2,2025/05/15 9:53:00,20.2,2025/05/15 5:21:00,87,71,2025/05/15 16:53:00,0.5,352,5.5,30,2025/05/15 10:14:00,0
16,987,988.5,2025/05/16 0:01:00,985.6,2025/05/16 15:21:00,25.4,29.9,2025/05/16 12:01:00,20.5,2025/05/16 5:01:00,88,72,2025/05/16 12:31:00,0.6,195,5.5,18,2025/05/16 12:41:00,0
17,986.5,987.9,2025/05/17 21:44:00,985.3,2025/05/17 15:41:00,25.8,29.9,2025/05/17 9:52:00,21.4,2025/05/17 4:31:00,90,76,2025/05/17 9:02:00,0.4,296,4.9,113,2025/05/17 13:03:00,1
18,985.9,987.1,2025/05/18 7:03:00,984.2,2025/05/18 16:11:00,25.3,29,2025/05/18 8:34:00,21.8,2025/05/18 4:01:00,93,88,2025/05/18 8:41:00,0.4,331,4.1,117,2025/05/18 12:15:00,16
19,984.7,986.2,2025/05/19 0:01:00,982.7,2025/05/19 15:01:00,26,29.1,2025/05/19 14:51:00,22.4,2025/05/19 4:51:00,94,89,2025/05/19 13:41:00,0.3,291,3.5,353,2025/05/19 13:17:00,0.5
20,985.2,986.5,2025/05/20 8:11:00,984.1,2025/05/20 15:41:00,26.4,30.1,2025/05/20 12:14:00,22.5,2025/05/20 3:47:00,91,77,2025/05/20 9:54:00,0.3,152,4.1,121,2025/05/20 10:42:00,0
21,984.4,986.3,2025/05/21 9:22:00,982.7,2025/05/21 16:41:00,26.9,29.9,2025/05/21 11:32:00,23.9,2025/05/21 1:01:00,91,78,2025/05/21 8:21:00,0.5,199,7.7,180,2025/05/21 8:26:00,0
22,982.9,984.3,2025/05/22 9:31:00,980.9,2025/05/22 14:56:00,26.9,30.2,2025/05/22 13:25:00,23.8,2025/05/22 23:51:00,91,80,2025/05/22 13:41:00,0.6,187,8.2,164,2025/05/22 20:02:00,0
23,980.9,982.6,2025/05/23 21:56:00,979.4,2025/05/23 3:01:00,27.1,31.6,2025/05/23 10:01:00,22.1,2025/05/23 2:51:00,85,57,2025/05/23 10:11:00,0.6,308,8.2,168,2025/05/23 23:53:00,0
24,985.5,990.6,2025/05/24 23:04:00,979.9,2025/05/24 2:01:00,22.3,29.8,2025/05/24 2:51:00,17.4,2025/05/24 23:47:00,88,56,2025/05/24 3:04:00,0.9,266,11.5,215,2025/05/24 2:09:00,126.5
25,990.8,992.4,2025/05/25 10:04:00,988.7,2025/05/25 3:21:00,18.3,19.8,2025/05/25 23:21:00,16.7,2025/05/25 9:36:00,91,76,2025/05/25 23:17:00,0.5,4,5.5,57,2025/05/25 8:11:00,6.5
26,991.3,992.8,2025/05/26 9:22:00,989.9,2025/05/26 3:01:00,17.6,19.5,2025/05/26 1:21:00,15.5,2025/05/26 7:51:00,92,74,2025/05/26 1:47:00,0.5,181,4.9,54,2025/05/26 2:35:00,17.5
27,990,991.5,2025/05/27 6:31:00,988.5,2025/05/27 15:17:00,20.1,21.2,2025/05/27 12:14:00,18.1,2025/05/27 0:01:00,95,91,2025/05/27 2:51:00,0.9,111,7.1,105,2025/05/27 15:17:00,23
28,986.5,989.6,2025/05/28 0:02:00,984.7,2025/05/28 16:51:00,22,25.4,2025/05/28 10:17:00,20,2025/05/28 5:31:00,95,88,2025/05/28 10:35:00,0.6,166,7.1,128,2025/05/28 9:09:00,16.5
29,985.6,987.8,2025/05/29 22:24:00,983,2025/05/29 3:45:00,19.9,22.4,2025/05/29 8:41:00,18.3,2025/05/29 16:55:00,94,92,2025/05/29 23:31:00,0.4,322,6,3,2025/05/29 14:48:00,115
30,987.3,988.9,2025/05/30 8:08:00,985.9,2025/05/30 16:41:00,20.8,24.7,2025/05/30 13:06:00,18.8,2025/05/30 4:41:00,86,77,2025/05/30 12:21:00,1.1,168,7.7,115,2025/05/30 14:46:00,0
31,983.7,986.9,2025/05/31 0:01:00,980.7,2025/05/31 16:51:00,24.9,30.2,2025/05/31 12:41:00,20.3,2025/05/31 2:31:00,79,59,2025/05/31 13:05:00,0.6,94,5.5,130,2025/05/31 10:44:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,979.4,981.4,2025/06/01 0:01:00,977.4,2025/06/01 15:32:00,25.7,29.9,2025/06/01 10:25:00,20.7,2025/06/01 0:21:00,89,72,2025/06/01 8:41:00,0.5,333,3.3,109,2025/06/01 10:31:00,0
2,976.6,978.7,2025/06/02 0:01:00,974.9,2025/06/02 16:21:00,27.6,31.4,2025/06/02 12:54:00,24.2,2025/06/02 3:31:00,87,70,2025/06/02 12:54:00,0.8,331,8.2,335,2025/06/02 8:09:00,0
3,979.7,983.4,2025/06/03 22:02:00,975.2,2025/06/03 2:31:00,23.6,29.8,2025/06/03 3:56:00,19.8,2025/06/03 19:15:00,93,67,2025/06/03 4:03:00,0.7,211,9.9,204,2025/06/03 4:53:00,60.5
4,984.5,987,2025/06/04 21:51:00,981.9,2025/06/04 2:13:00,20.6,21.3,2025/06/04 23:55:00,19.2,2025/06/04 22:21:00,97,90,2025/06/04 22:08:00,0.8,162,5.5,204,2025/06/04 9:20:00,42
5,985.5,987,2025/06/05 8:59:00,984.1,2025/06/05 2:41:00,21.6,23.9,2025/06/05 13:42:00,20.7,2025/06/05 9:58:00,95,90,2025/06/05 14:26:00,0.9,138,5.5,201,2025/06/05 1:44:00,9
6,983.7,985.1,2025/06/06 9:03:00,982.5,2025/06/06 14:31:00,25.5,29.3,2025/06/06 13:22:00,21.7,2025/06/06 2:01:00,94,89,2025/06/06 13:22:00,0.3,293,2.7,276,2025/06/06 5:02:00,0
7,982.9,983.8,2025/06/07 0:01:00,982,2025/06/07 2:51:00,26.7,29.9,2025/06/07 9:11:00,24.2,2025/06/07 4:51:00,92,83,2025/06/07 9:59:00,0.4,312,3.5,106,2025/06/07 10:01:00,1
8,981.8,982.9,2025/06/08 0:36:00,980.2,2025/06/08 15:41:00,26.8,29.9,2025/06/08 12:21:00,24.3,2025/06/08 0:01:00,93,88,2025/06/08 12:25:00,0.4,339,4.1,337,2025/06/08 1:56:00,0
9,981.1,982.7,2025/06/09 22:06:00,979.9,2025/06/09 15:21:00,27,29.9,2025/06/09 8:14:00,24.9,2025/06/09 1:04:00,93,84,2025/06/09 8:07:00,0.6,339,5.5,6,2025/06/09 1:29:00,1
10,980.4,982,2025/06/10 22:31:00,978.2,2025/06/10 16:11:00,28.4,33.6,2025/06/10 12:43:00,24.3,2025/06/10 4:51:00,88,71,2025/06/10 12:41:00,0.8,334,5.5,135,2025/06/10 11:42:00,0
11,981.2,982.9,2025/06/11 8:42:00,979.4,2025/06/11 13:22:00,29.1,34.8,2025/06/11 13:22:00,24.9,2025/06/11 4:11:00,81,56,2025/06/11 13:31:00,1.4,114,10.4,106,2025/06/11 23:47:00,0
12,982.2,983.8,2025/06/12 6:54:00,980.3,2025/06/12 18:41:00,25.5,28.4,2025/06/12 0:08:00,24.3,2025/06/12 10:51:00,94,79,2025/06/12 1:33:00,1.2,126,9.9,124,2025/06/12 11:05:00,31
13,982.2,984.2,2025/06/13 21:51:00,980.2,2025/06/13 3:41:00,26.2,29.3,2025/06/13 8:41:00,24.3,2025/06/13 5:22:00,93,84,2025/06/13 8:26:00,0.3,341,5.5,218,2025/06/13 22:51:00,7
14,983.9,985.3,2025/06/14 22:16:00,982.5,2025/06/14 16:01:00,26.9,30.7,2025/06/14 10:44:00,24.5,2025/06/14 2:13:00,90,71,2025/06/14 10:44:00,0.2,0,4.1,145,2025/06/14 9:56:00,0
15,981.8,984,2025/06/15 0:01:00,979.8,2025/06/15 15:51:00,27.4,31.2,2025/06/15 10:34:00,24.2,2025/06/15 5:01:00,86,65,2025/06/15 8:06:00,0.3,116,3.8,131,2025/06/15 9:19:00,0
16,982.5,985.1,2025/06/16 21:35:00,980.3,2025/06/16 1:42:00,28.3,30.4,2025/06/16 11:41:00,24.6,2025/06/16 1:41:00,81,56,2025/06/16 5:34:00,1.2,313,12.1,221,2025/06/16 7:31:00,0
17,985.6,987.1,2025/06/17 21:55:00,982.9,2025/06/17 0:51:00,27.1,29.9,2025/06/17 7:47:00,24.5,2025/06/17 14:21:00,85,72,2025/06/17 1:03:00,1,339,10.4,235,2025/06/17 12:54:00,7.5
18,986.7,988,2025/06/18 21:41:00,985.3,2025/06/18 14:38:00,27.4,30.7,2025/06/18 10:23:00,23.8,2025/06/18 5:20:00,85,68,2025/06/18 13:01:00,0.5,348,6.6,352,2025/06/18 15:31:00,0
19,986.6,988.4,2025/06/19 22:42:00,984.6,2025/06/19 16:51:00,27.7,33,2025/06/19 15:32:00,24,2025/06/19 5:11:00,82,66,2025/06/19 10:01:00,0.6,332,7.7,123,2025/06/19 12:21:00,0
20,985.9,987.6,2025/06/20 22:01:00,984.1,2025/06/20 16:11:00,27.7,30.1,2025/06/20 9:33:00,24.4,2025/06/20 4:24:00,90,72,2025/06/20 8:41:00,0.6,331,5.5,1,2025/06/20 13:04:00,0
21,985,987.1,2025/06/21 0:01:00,983.2,2025/06/21 16:01:00,27.5,30.1,2025/06/21 9:51:00,24,2025/06/21 4:53:00,89,76,2025/06/21 7:43:00,0.4,317,9.3,304,2025/06/21 11:17:00,0
22,983.7,985.3,2025/06/22 0:01:00,981.9,2025/06/22 16:11:00,27.7,33.2,2025/06/22 10:33:00,24.3,2025/06/22 2:21:00,87,59,2025/06/22 10:22:00,0.5,116,6,222,2025/06/22 13:34:00,0
23,982.3,983.5,2025/06/23 0:01:00,980.4,2025/06/23 15:41:00,27.5,31.3,2025/06/23 12:04:00,23.8,2025/06/23 5:11:00,87,73,2025/06/23 11:11:00,0.6,302,4.9,342,2025/06/23 10:21:00,0
24,983.4,985.6,2025/06/24 23:46:00,981.6,2025/06/24 3:11:00,27.9,31.7,2025/06/24 11:01:00,24.7,2025/06/24 1:31:00,87,68,2025/06/24 8:41:00,0.6,151,6.6,264,2025/06/24 15:59:00,0
25,985.6,987.6,2025/06/25 21:17:00,984,2025/06/25 4:01:00,27.3,30.7,2025/06/25 12:02:00,24,2025/06/25 2:11:00,90,78,2025/06/25 11:47:00,0.4,322,3.5,117,2025/06/25 9:49:00,0
26,985.7,987.3,2025/06/26 22:12:00,984.3,2025/06/26 16:33:00,27.2,30,2025/06/26 11:41:00,24.2,2025/06/26 5:01:00,90,77,2025/06/26 7:41:00,0.7,320,6,354,2025/06/26 13:21:00,0
27,984.5,985.9,2025/06/27 0:01:00,983,2025/06/27 17:21:00,26.3,30.9,2025/06/27 11:42:00,21.7,2025/06/27 21:55:00,86,69,2025/06/27 15:32:00,0.6,119,9.9,207,2025/06/27 16:18:00,0.5
28,983.1,985.2,2025/06/28 0:01:00,980.9,2025/06/28 16:41:00,27.1,29.9,2025/06/28 10:42:00,21.9,2025/06/28 4:41:00,87,67,2025/06/28 8:21:00,0.3,111,4.1,129,2025/06/28 9:52:00,0
